iron_alloy_name,"Elastic (Young's, Tensile) Modulus (psi)",Elongation at Break (%),Shear Modulus (psi),Tensile Strength: Ultimate (UTS) (psi),Tensile Strength: Yield (Proof) (psi),Compressive (Crushing) Strength (psi),Fracture Toughness (MPa·m^0.5),Shear Strength (psi),Impact Strength: V-Notched Charpy (lb),Fatigue Strength (psi),Reduction in Area (%),Latent Heat of Fusion (J/g),Melting Completion (Liquidus) (F),Melting Onset (Solidus) (F),Specific Heat Capacity (F),Thermal Conductivity (F),Thermal Expansion (K),Maximum Temperature: Mechanical (F),Maximum Temperature: Corrosion (F),Curie Temperature (F),Base Metal Price (relative),Embodied Carbon (material),Embodied Energy (BTU/lb),Embodied Water (gal/lb),Calomel Potential (mV),Stiffness to Weight: Axial (points),Stiffness to Weight: Bending (points),Strength to Weight: Axial (points),Strength to Weight: Bending (points),Thermal Diffusivity (/s),Thermal Shock Resistance (points),Brinell Hardness min,Brinell Hardness max,Poisson's Ratio min,Poisson's Ratio max,Rockwell C Hardness min,Rockwell C Hardness max,Rockwell B Hardness min,Rockwell B Hardness max,Density min,Density max,Resilience: Ultimate (Unit Rupture Work) min,Resilience: Ultimate (Unit Rupture Work) max,Resilience: Unit (Modulus of Resilience) min,Resilience: Unit (Modulus of Resilience) max,PREN (Pitting Resistance) min,PREN (Pitting Resistance) max,Iron (Fe)Fe min,Iron (Fe)Fe max,Carbon (C)C min,Carbon (C)C max,Silicon (Si)Si min,Silicon (Si)Si max,Manganese (Mn)Mn min,Manganese (Mn)Mn max,Phosphorus (P)P min,Phosphorus (P)P max,Sulfur (S)S min,Sulfur (S)S max,Chromium (Cr)Cr min,Chromium (Cr)Cr max,Molybdenum (Mo)Mo min,Molybdenum (Mo)Mo max,Nickel (Ni)Ni min,Nickel (Ni)Ni max,Copper (Cu)Cu min,Copper (Cu)Cu max,Vanadium (V)V min,Vanadium (V)V max,Aluminum (Al)Al min,Aluminum (Al)Al max,Magnesium (Mg)Mg min,Magnesium (Mg)Mg max,Selenium (Se)Se min,Selenium (Se)Se max,Tin (Sn)Sn min,Tin (Sn)Sn max,Arsenic (As)As min,Arsenic (As)As max,Residualsres. min,Residualsres. max,Titanium (Ti)Ti min,Titanium (Ti)Ti max,Zirconium (Zr)Zr min,Zirconium (Zr)Zr max,Niobium (Nb)Nb min,Niobium (Nb)Nb max,Nitrogen (N)N min,Nitrogen (N)N max,Cobalt (Co)Co min,Cobalt (Co)Co max,Tungsten (W)W min,Tungsten (W)W max,Calcium (Ca)Ca min,Calcium (Ca)Ca max,Boron (B)B min,Boron (B)B max,Oxygen (O)O min,Oxygen (O)O max,Tantalum (Ta)Ta min,Tantalum (Ta)Ta max,Cerium (Ce)Ce min,Cerium (Ce)Ce max,Lanthanum (La)La min,Lanthanum (La)La max,Zinc (Zn)Zn min,Zinc (Zn)Zn max,Lead (Pb)Pb min,Lead (Pb)Pb max
ASTM A182 Grade F1 (K12822) Steel,190,22,73,540,310,,,340,,220,34,250,1470,1420,470,50,13,410,,,2.4,1.5,20,48,,13,24,19,19,13,16,170,170,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,100MJ/m3,100MJ/m3,260kJ/m3,260kJ/m3,,,97.7,98.8,0,0.28,0.15,0.35,0.6,0.9,0,0.045,0,0.045,,,0.44,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A414 Pressure Vessel Steel,190,15,73,360,190,,,230,,140,,250,1460,1420,470,49,13,400,,,2.2,1.5,20,48,,13,24,13,14,13,11,110,180,0.29,0.29,,,,,7.8,7.9g/cm3490lb/ft3,69,130MJ/m3,100,330kJ/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A372 Grade G Alloy Steel,190,20,73,650,430,,,410,,310,,250,1460,1420,470,46,13,410,,,2.2,1.5,20,49,,13,24,23,21,13,19,200,280,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,130,160MJ/m3,500,810kJ/m3,,,97.4,98.4,0.25,0.35,0.15,0.35,0.7,1.0,0,0.015,0,0.010,0.4,0.65,0.15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A369 Grade FP21 Cr-Mo Steel,190,20,74,470,240,,,300,,160,,260,1470,1430,470,41,13,470,,,4.0,1.8,23,61,,13,24,17,17,11,14,140,140,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,80MJ/m3,80MJ/m3,150kJ/m3,150kJ/m3,6.2,6.2,94.3,96.2,0.050,0.15,0,0.5,0.3,0.6,0,0.025,0,0.025,2.7,3.4,0.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A182 Grade F5 (K41545) Steel,190,22,74,540,310,,,340,,220,40,260,1460,1420,470,40,13,510,,,4.5,1.8,24,69,,14,25,19,19,11,15,180,180,0.29,0.29,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,100MJ/m3,100MJ/m3,260kJ/m3,260kJ/m3,6.8,6.8,91.5,95.3,0,0.15,0,0.5,0.3,0.6,0,0.030,0,0.030,4.0,6.0,0.44,0.65,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A387 Grade 21L Class 1 3Cr-1Mo Steel,190,21,74,500,230,,,310,,160,,260,1470,1430,470,41,13,480,,,4.1,1.8,23,62,,13,24,18,18,11,14,150,150,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,84MJ/m3,84MJ/m3,140kJ/m3,140kJ/m3,6.4,6.4,94.4,96.1,0,0.1,0,0.5,0.3,0.6,0,0.025,0,0.025,2.8,3.3,0.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTM A369 Grade FP2 Cr-Mo Steel,190,20,73,430,240,,,270,,160,,250,1470,1430,470,49,13,420,,,2.6,1.6,20,50,,13,24,15,16,13,13,130,130,0.29,0.29,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,75MJ/m3,75MJ/m3,150kJ/m3,150kJ/m3,2.5,2.5,97.4,98.6,0.1,0.2,0.1,0.3,0.3,0.61,0,0.025,0,0.025,0.5,0.81,0.44,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AISI 348H (S34809) Stainless Steel,200,40,77,580,230,,,400,,200,51,290,1430,1390,480,15,16,940,500,,20,3.9,56,150,,14,25,21,20,4.1,13,180,180,0.28,0.28,,,79,79,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,190MJ/m3,190MJ/m3,140kJ/m3,140kJ/m3,18,18,63.8,73.6,0.040,0.1,0,0.75,0,2.0,0,0.045,0,0.030,17,19,,,9.0,13,,,,,,,,,,,,,,,,,,,,,0.32,1.0,,,0,0.2,,,,,,,,,0,0.1,,,,,,,,
EN 1.4020 (X13CrMnNiN18-13-2) Stainless Steel,200,13,77,770,430,,,510,,340,,280,1390,1350,480,,17,890,410,,11,2.5,37,150,,14,25,28,25,,16,190,340,0.28,0.28,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,140,220MJ/m3,460,2290kJ/m3,23,23,62.8,71.8,0,0.15,0,1.0,11,14,0,0.045,0,0.030,16.5,19,,,0.5,2.5,,,,,,,,,,,,,,,,,,,,,,,0.2,0.45,,,,,,,,,,,,,,,,,,,,
EN 1.4303 (X4CrNi18-12) Stainless Steel,200,13,77,590,230,,,420,91,220,,290,1420,1380,480,15,16,940,410,,17,3.2,46,150,,14,25,21,20,4.0,13,190,270,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110,230MJ/m3,140,800kJ/m3,19,19,64.8,72,0,0.060,0,1.0,0,2.0,0,0.045,0,0.015,17,19,,,11,13,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
EN 1.4872 (X25CrMnNiN25-9-7) Stainless Steel,200,28,79,950,560,,,620,,410,,300,1390,1340,490,15,16,1150,440,,17,3.3,47,180,,15,26,35,28,3.9,21,270,270,0.28,0.28,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,230MJ/m3,230MJ/m3,780kJ/m3,780kJ/m3,30,30,54.2,61.6,0.2,0.3,0,1.0,8.0,10,0,0.045,0,0.015,24,26,,,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,0.2,0.4,,,,,,,,,,,,,,,,,,,,
EN 1.4986 (X7CrNiMoBNb16-16) Stainless Steel,200,18,77,750,560,,,460,57,350,,290,1450,1400,470,15,17,940,520,,25,4.8,67,150,,14,24,26,23,4.0,16,230,230,0.28,0.28,,,,,7.9g/cm3500lb/ft3,7.9g/cm3500lb/ft3,120MJ/m3,120MJ/m3,790kJ/m3,790kJ/m3,22,22,59.4,66.6,0.040,0.1,0.3,0.6,0,1.5,0,0.045,0,0.030,15.5,17.5,1.6,2.0,15.5,17.5,,,,,,,,,,,,,,,,,,,,,0.4,1.2,,,,,,,,,0.050,0.1,,,,,,,,,,,,
EN 1.4941 (X6CrNiTiB18-10) Stainless Steel,200,39,77,590,210,,,400,98,180,,290,1430,1380,480,16,16,940,520,,16,3.3,47,140,,14,25,21,20,4.3,13,180,180,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,180MJ/m3,180MJ/m3,110kJ/m3,110kJ/m3,18,18,65.1,73.6,0.040,0.080,0,1.0,0,2.0,0,0.035,0,0.015,17,19,,,9.0,12,,,,,,,,,,,,,,,,,0.4,0.8,,,,,,,,,,,,,0.0015,0.0050,,,,,,,,,,,,
AISI 321H (S32109) Stainless Steel,200,40,77,580,230,,,400,,200,51,290,1430,1380,480,15,17,940,480,,16,3.2,46,140,,14,25,21,20,4.0,12,190,190,0.28,0.28,,,82,82,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,190MJ/m3,190MJ/m3,140kJ/m3,140kJ/m3,18,18,65.4,74,0.040,0.1,0,0.75,0,2.0,0,0.045,0,0.030,17,19,,,9.0,12,,,,,,,,,,,,,,,,,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4640 (X5CrNiCu19-6-2) Stainless Steel,200,51,77,620,240,,,440,,230,,280,1420,1380,480,15,16,930,420,,14,2.8,40,150,,14,25,22,21,4.0,14,190,200,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,250,260MJ/m3,150,170kJ/m3,20,20,67.4,73.6,0.030,0.080,0,0.5,1.5,4.0,0,0.045,0,0.015,18,19,,,5.5,6.9,1.3,2.0,,,,,,,,,,,,,,,,,,,,,0.030,0.11,,,,,,,,,,,,,,,,,,,,
EN 1.4466 (X1CrNiMoN25-22-2) Stainless Steel,200,42,80,640,280,,,440,90,250,,300,1420,1380,470,14,16,1100,450,,28,5.0,70,200,,14,25,22,21,3.7,14,210,210,0.28,0.28,,,,,7.9g/cm3500lb/ft3,7.9g/cm3500lb/ft3,220MJ/m3,220MJ/m3,200kJ/m3,200kJ/m3,35,35,45.6,52.9,0,0.020,0,0.7,0,2.0,0,0.025,0,0.010,24,26,2.0,2.5,21,23,,,,,,,,,,,,,,,,,,,,,,,0.1,0.16,,,,,,,,,,,,,,,,,,,,
AISI 347LN (S34751) Stainless Steel,200,40,77,590,230,,,400,,200,56,290,1430,1380,480,15,16,940,460,,18,3.5,49,150,,14,25,21,20,4.1,13,180,180,0.28,0.28,,,79,79,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,190MJ/m3,190MJ/m3,130kJ/m3,130kJ/m3,19,19,64.3,73.7,0.0050,0.020,0,1.0,0,2.0,0,0.045,0,0.030,17,19,,,9.0,13,,,,,,,,,,,,,,,,,,,,,0.2,0.5,0.060,0.1,,,,,,,,,,,,,,,,,,,,
EN 1.4305 (X8CrNiS18-9) Stainless Steel,200,14,77,610,220,,,420,,190,,290,1420,1380,480,15,16,930,410,,15,3.0,42,140,,14,25,22,20,4.0,14,200,270,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110,190MJ/m3,120,830kJ/m3,19,19,66.4,74.9,0,0.1,0,1.0,0,2.0,0,0.045,0.15,0.35,17,19,,,8.0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
EN 1.4845 (X8CrNi25-21) Stainless Steel,200,38,78,600,240,,,410,,200,,310,1400,1360,480,15,16,1050,450,,25,4.3,61,190,,14,25,21,20,4.0,14,170,170,0.27,0.27,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,180MJ/m3,180MJ/m3,140kJ/m3,140kJ/m3,26,26,48.2,57,0,0.1,0,1.5,0,2.0,0,0.045,0,0.015,24,26,,,19,22,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
UNS S20432 Stainless Steel,200,45,76,580,230,,,400,,210,,280,1410,1370,480,15,17,900,410,,13,2.7,38,140,,14,25,21,20,4.0,13,170,170,0.28,0.28,,,81,81,7.8g/cm3480lb/ft3,7.8g/cm3480lb/ft3,210MJ/m3,210MJ/m3,140kJ/m3,140kJ/m3,20,20,66.7,74,0,0.080,0,1.0,3.0,5.0,0,0.045,0,0.030,17,18,,,4.0,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,0.050,0.2,,,,,,,,,,,,,,,,,,,,
AISI 310S (S31008) Stainless Steel,200,34,79,600,270,,,420,,250,,310,1450,1400,480,16,16,1100,450,,25,4.3,61,190,,14,25,21,20,4.1,14,170,210,0.27,0.27,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,200,220MJ/m3,190,310kJ/m3,25,25,48.3,57,0,0.080,0,1.5,0,2.0,0,0.045,0,0.030,24,26,,,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4982 (X10CrNiMoMnNbVB15-10-1) Stainless Steel,200,28,76,750,570,,,490,57,420,,290,1430,1390,470,13,16,860,540,,22,4.9,71,150,,14,25,27,23,3.4,17,230,230,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,190MJ/m3,190MJ/m3,830kJ/m3,830kJ/m3,19,19,61.8,69.7,0.070,0.13,0,1.0,5.5,7.0,0,0.040,0,0.030,14,16,0.8,1.2,9.0,11,,,0.15,0.4,,,,,,,,,,,,,,,,,0.75,1.3,0,0.1,,,,,,,0.0030,0.0090,,,,,,,,,,,,
EN 1.4560 (X3CrNiCu19-9-2) Stainless Steel,200,50,77,550,190,,,390,91,190,,290,1420,1370,480,15,16,940,420,,15,3.0,42,150,,14,25,20,19,4.0,12,180,180,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,220MJ/m3,220MJ/m3,92kJ/m3,92kJ/m3,19,19,66.8,71,0,0.035,0,1.0,1.5,2.0,0,0.045,0,0.015,18,19,,,8.0,9.0,1.5,2.0,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
AISI 316LN (S31653) Stainless Steel,200,42,82,590,230,,,410,,200,51,290,1450,1380,470,15,17,940,410,,19,3.8,53,150,-40,14,25,21,20,4.1,13,180,180,0.28,0.28,,,80,80,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,200MJ/m3,200MJ/m3,130kJ/m3,130kJ/m3,27,27,62,71.9,0,0.030,0,0.75,0,2.0,0,0.045,0,0.030,16,18,2.0,3.0,10,14,,,,,,,,,,,,,,,,,,,,,,,0.1,0.16,,,,,,,,,,,,,,,,,,,,
UNS S38100 (XM-15) Stainless Steel,200,45,76,580,230,,,400,,210,,320,1400,1350,480,15,16,970,410,,20,3.8,54,160,,14,25,21,20,4.0,13,190,190,0.28,0.28,,,84,84,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,210MJ/m3,210MJ/m3,140kJ/m3,140kJ/m3,18,18,57.9,64,0,0.080,1.5,2.5,0,2.0,0,0.030,0,0.030,17,19,,,17.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNS S30452 (XM-21) Stainless Steel,200,34,77,660,310,,,440,,250,,290,1420,1380,480,16,16,960,420,,15,3.0,43,150,,14,25,23,22,4.2,15,210,210,0.28,0.28,,,88,88,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,180MJ/m3,180MJ/m3,250kJ/m3,250kJ/m3,23,23,66.3,73.8,0,0.080,0,0.75,0,2.0,0,0.045,0,0.030,18,20,,,8.0,10.5,,,,,,,,,,,,,,,,,,,,,,,0.16,0.3,,,,,,,,,,,,,,,,,,,,
UNS S38815 Stainless Steel,190,34,74,610,290,,,410,,230,,370,1360,1310,500,,15,860,400,,19,3.8,54,140,,14,25,22,21,,15,190,190,0.29,0.29,,,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,170MJ/m3,170MJ/m3,220kJ/m3,220kJ/m3,18,18,56.1,67,0,0.030,5.5,6.5,0,2.0,0,0.040,0,0.020,13,15,0.75,1.5,13,17,0.75,1.5,,,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4951 (X6CrNi25-20) Stainless Steel,200,38,79,630,220,,,430,98,190,,300,1410,1360,480,15,16,1100,450,,25,4.3,61,190,,14,25,22,21,3.9,14,170,170,0.27,0.27,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,190MJ/m3,190MJ/m3,130kJ/m3,130kJ/m3,26,26,49.1,57,0.040,0.080,0,0.7,0,2.0,0,0.035,0,0.015,24,26,,,19,22,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
AISI 310HCb (S31041) Stainless Steel,200,46,78,590,230,,,410,,210,,300,1410,1370,480,15,16,1100,520,,28,4.8,69,190,,14,25,21,20,3.9,13,190,190,0.28,0.28,,,82,82,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,210MJ/m3,210MJ/m3,130kJ/m3,130kJ/m3,25,25,48,57,0.040,0.1,0,0.75,0,2.0,0,0.045,0,0.030,24,26,,,19,22,,,,,,,,,,,,,,,,,,,,,0,1.1,,,,,,,,,,,,,,,,,,,,,,
EN 1.4981 (X8CrNiMoNb16-16) Stainless Steel,200,39,77,610,240,,,420,,210,,290,1440,1400,470,16,16,940,520,,25,4.8,67,150,,14,24,21,20,4.3,14,190,190,0.28,0.28,,,,,7.9g/cm3500lb/ft3,7.9g/cm3500lb/ft3,190MJ/m3,190MJ/m3,150kJ/m3,150kJ/m3,22,22,59.6,66.7,0.040,0.1,0.3,0.6,0,1.5,0,0.035,0,0.015,15.5,17.5,1.6,2.0,15.5,17.5,,,,,,,,,,,,,,,,,,,,,0.4,1.2,,,,,,,,,,,,,,,,,,,,,,
EN 1.4325 (X9CrNi18-9) Stainless Steel,200,45,77,650,210,,,450,91,190,,290,1430,1380,480,16,16,930,410,,15,3.0,42,140,,14,25,23,21,4.3,15,180,180,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,230MJ/m3,230MJ/m3,110kJ/m3,110kJ/m3,18,18,67.8,75,0.030,0.15,0,1.0,0,2.0,0,0.045,0,0.030,17,19,,,8.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNS S33550 Stainless Steel,200,40,79,680,310,,,470,,270,,300,1400,1360,480,15,16,1100,470,,24,4.3,61,190,,14,25,24,22,3.9,15,190,190,0.27,0.27,,,82,82,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,220MJ/m3,220MJ/m3,250kJ/m3,250kJ/m3,30,30,48.8,58.2,0.040,0.1,0,1.0,0,1.5,0,0.040,0,0.030,25,28,,,16.5,20,,,,,,,,,,,,,,,,,,,,,0.050,0.15,0.18,0.25,,,,,,,,,,,,,0.025,0.070,0.025,0.070,,,,
UNS S20161 Stainless Steel,190,46,76,980,390,,,690,,360,45,330,1380,1330,490,15,16,870,410,,12,2.7,39,130,,14,26,36,29,4.0,22,250,250,0.28,0.28,22,22,,,7.5g/cm3470lb/ft3,7.5g/cm3470lb/ft3,360MJ/m3,360MJ/m3,390kJ/m3,390kJ/m3,19,19,65.6,73.9,0,0.15,3.0,4.0,4.0,6.0,0,0.040,0,0.040,15,18,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,0.080,0.2,,,,,,,,,,,,,,,,,,,,
EN 1.4378 (X6CrMnNiN18-13-3) Stainless Steel,200,14,77,760,430,,,510,,340,,290,1390,1350,480,,17,910,410,,12,2.7,39,150,,14,25,28,24,,16,190,340,0.28,0.28,,,,,7.6g/cm3480lb/ft3,7.6g/cm3480lb/ft3,150,220MJ/m3,470,2370kJ/m3,23,23,61.2,69,0,0.080,0,1.0,11.5,14.5,0,0.060,0,0.030,17,19,,,2.3,3.7,,,,,,,,,,,,,,,,,,,,,,,0.2,0.4,,,,,,,,,,,,,,,,,,,,
EN 1.4404 (X2CrNiMo17-12-2) Stainless Steel,200,14,78,600,240,,,420,91,220,,290,1440,1400,470,15,16,950,410,,19,3.8,52,150,,14,25,21,20,4.0,13,190,270,0.28,0.28,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110,210MJ/m3,140,800kJ/m3,26,26,62.8,71.5,0,0.030,0,1.0,0,2.0,0,0.045,0,0.015,16.5,18.5,2.0,2.5,10,13,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
AISI 308 (S30800) Stainless Steel,200,45,78,590,230,,,410,,210,57,290,1420,1380,480,15,16,990,420,,17,3.2,46,150,,14,25,21,20,4.1,13,160,160,0.28,0.28,,,76,76,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,210MJ/m3,210MJ/m3,140kJ/m3,140kJ/m3,20,20,64.1,71,0,0.080,0,0.75,0,2.0,0,0.045,0,0.030,19,21,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNS S20431 Stainless Steel,200,46,76,710,350,,,500,,320,,280,1400,1360,480,15,17,890,410,,12,2.5,36,140,,14,25,25,23,4.0,15,210,210,0.28,0.28,,,86,86,7.7g/cm3480lb/ft3,7.7g/cm3480lb/ft3,270MJ/m3,270MJ/m3,310kJ/m3,310kJ/m3,20,20,66.1,74.4,0,0.12,0,1.0,5.0,7.0,0,0.045,0,0.030,17,18,,,2.0,4.0,1.5,3.5,,,,,,,,,,,,,,,,,,,,,0.1,0.25,,,,,,,,,,,,,,,,,,,,
UNS S21603 (XM-18) Stainless Steel,200,45,79,690,390,,,490,,360,57,290,1420,1380,480,,17,990,420,,17,3.6,50,160,,14,25,25,22,,15,200,200,0.28,0.28,,,88,88,7.7g/cm3480lb/ft3,7.7g/cm3480lb/ft3,270MJ/m3,270MJ/m3,380kJ/m3,380kJ/m3,34,34,57.6,67.8,0,0.030,0,0.75,7.5,9.0,0,0.045,0,0.030,17.5,22,2.0,3.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,
EN 1.4948 (X6CrNi18-10) Stainless Steel,200,48,77,610,210,,,430,100,200,,290,1430,1380,480,17,16,930,410,,15,3.0,43,140,,14,25,22,21,4.5,14,190,190,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,230MJ/m3,230MJ/m3,110kJ/m3,110kJ/m3,19,19,66.8,75,0.040,0.080,0,1.0,0,2.0,0,0.035,0,0.015,17,19,,,8.0,11,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
EN 1.4833 (X12CrNi23-13) Stainless Steel,200,38,78,600,240,,,410,,200,,300,1410,1370,480,15,16,1000,440,,19,3.5,50,170,,14,25,21,20,4.0,13,170,170,0.27,0.27,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,180MJ/m3,180MJ/m3,140kJ/m3,140kJ/m3,24,24,58.7,66,0,0.15,0,1.0,0,2.0,0,0.045,0,0.015,22,24,,,12,14,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
EN 1.4301 (X5CrNi18-10) Stainless Steel,200,14,77,610,220,,,430,91,200,,290,1430,1380,480,15,16,940,420,,15,3.0,43,140,,14,25,22,20,4.0,14,190,270,0.28,0.28,,,,,7.8g/cm3490lb/ft3,7.8g/cm3490lb/ft3,110,220MJ/m3,120,820kJ/m3,19,19,66.8,74.5,0,0.070,0,1.0,0,2.0,0,0.045,0,0.015,17.5,19.5,,,8.0,10.5,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
EN 1.4571 (X6CrNiMoTi17-12-2) Stainless Steel,200,14,78,600,230,,,410,,200,,290,1440,1400,470,15,17,950,480,,19,3.9,54,150,,14,25,21,20,4.0,13,190,270,0.28,0.28,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110,190MJ/m3,130,820kJ/m3,25,25,61.7,71,0,0.080,0,1.0,0,2.0,0,0.045,0,0.015,16.5,18.5,2.0,2.5,10.5,13.5,,,,,,,,,,,,,,,,,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
EN 1.4449 (X3CrNiMo18-12-3) Stainless Steel,200,48,78,620,250,,,440,91,240,,290,1440,1400,470,15,16,960,410,,19,3.9,54,150,,14,25,22,20,4.0,14,190,190,0.28,0.28,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,240MJ/m3,240MJ/m3,160kJ/m3,160kJ/m3,27,27,62.4,69.3,0,0.035,0,1.0,0,2.0,0,0.045,0,0.015,17,18.2,2.3,2.8,11.5,12.5,0,1.0,,,,,,,,,,,,,,,,,,,,,0,0.080,,,,,,,,,,,,,,,,,,,,
EN 1.4401 (X5CrNiMo17-12-2) Stainless Steel,200,14,78,600,230,,,410,91,200,,290,1440,1400,470,15,16,950,410,,19,3.8,52,150,,14,25,21,20,4.0,13,190,270,0.28,0.28,,,,,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,110,190MJ/m3,130,800kJ/m3,26,26,62.8,71.5,0,0.070,0,1.0,0,2.0,0,0.045,0,0.015,16.5,18.5,2.0,2.5,10,13,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,,,,,,,,,,,,,
EN 1.4945 (X6CrNiWNbN16-16) Stainless Steel,200,19,77,640,290,,,430,,230,,290,1490,1440,470,14,17,920,520,,30,5.0,73,150,,14,24,22,20,3.7,14,200,220,0.28,0.28,,,,,8.1g/cm3510lb/ft3,8.1g/cm3510lb/ft3,130,180MJ/m3,210,760kJ/m3,23,23,57.9,65.7,0.040,0.1,0.3,0.6,0,1.5,0,0.035,0,0.015,15.5,17.5,,,15.5,17.5,,,,,,,,,,,,,,,,,,,,,0.4,1.2,0.060,0.14,,,2.5,3.5,,,,,,,,,,,,,,,,
AISI 316Cb (S31640) Stainless Steel,200,34,78,580,230,,,390,,180,46,290,1450,1410,470,15,16,940,490,,22,4.4,61,150,,14,25,20,20,4.1,13,190,190,0.28,0.28,,,82,82,7.9g/cm3490lb/ft3,7.9g/cm3490lb/ft3,160MJ/m3,160MJ/m3,130kJ/m3,130kJ/m3,26,26,60.9,72,0,0.080,0,0.75,0,2.0,0,0.045,0,0.030,16,18,2.0,3.0,10,14,,,,,,,,,,,,,,,,,,,,,0,1.1,0,0.1,,,,,,,,,,,,,,,,,,,,
